time,x1,x2
0.0,0.5152602059845025,0.01392669006336882
0.08608855559550044,0.52269946152842,-0.02251991982037677
0.7149655610869665,0.6900593514425186,-0.32881618409343416
0.7234080624651904,0.7290849261541243,-0.29412696261642046
1.1588401934716446,0.8129213205357811,-0.48931977116800657
1.2476966136185652,0.8295876963766561,-0.5021759936471907
1.2886747039185078,0.8551343486014112,-0.5136218422267794
1.289678670817076,0.8169767064396107,-0.4948096746521781
1.5220782236439492,0.9197132020521572,-0.5878212123062712
2.0660902847904854,1.0313183487184407,-0.7291531632129794
2.735674168992004,1.1402320441885236,-0.8966653593291457
2.8951936997752243,1.130347490120992,-0.8832525196510067
2.942493541505521,1.1459126765015857,-0.8832611193736336
3.058744779097692,1.176021860012474,-0.9376246814625153
3.3648209903087043,1.258320058088521,-0.9632415883117875
3.3693072411045186,1.2432436873485668,-0.9136409169565862
3.4908243550705595,1.2411381693126615,-0.9581121077859635
3.694930783688232,1.277058025098594,-0.9637942552951207
3.9814722946863013,1.3536115735864127,-1.0141909463324845
4.029694423648808,1.3182670026302243,-0.9878330601062966
4.23419753789728,1.3662885766089516,-1.0933012874792813
4.2443121742226495,1.3404384717154274,-1.0269165520457197
4.35194899424493,1.3545006101664445,-1.0698411182774834
4.693371904419222,1.3929865133054071,-1.0863921206416218
4.800384603112061,1.3914860959923339,-1.1215931338370135
5.045916437486351,1.4563041814286413,-1.1001755689979376
5.231561182577033,1.4132133531295994,-1.0755121732160902
5.298522648926889,1.4936251141956198,-1.1506950124483133
5.477315549242653,1.495356752175734,-1.1307521703774062
5.663861576448379,1.51311206237694,-1.1391189735275113
5.821130593759212,1.5204607401819017,-1.11375588578308
6.003386037726248,1.521132002435091,-1.159884725562767
6.413303336137335,1.1783789118853665,-1.0845069713063749
6.4888174811118855,1.108659016962584,-1.1388772921411199
6.59412100616202,1.024893875997148,-1.143518823398805
6.799064297141964,0.8811058745645735,-1.118320102957713
6.841085347781535,0.8239572359896857,-1.0977642570785031
6.968151831179714,0.7313289572670346,-1.162118183807085
7.2129854753154525,0.5501067391338407,-1.1376917308890704
7.2421405198302855,0.5201326675411955,-1.1273735934502331
7.536186932458418,0.30048668666293826,-1.1308534276770608
7.556931891205111,0.23640965538205996,-1.0887339248768646
7.597301723438979,0.2120496629404155,-1.217558379028694
8.028309574389574,-0.08070093246203335,-1.1716463108989437
8.031183054947768,-0.11730151807633463,-1.0760520222706798
8.070900015878774,-0.16445181475757428,-1.1602554060013062
8.278354090463848,-0.2617870827865419,-1.203083121867971
8.441911653910985,-0.39505907674203333,-1.1542318539107248
8.447841766319806,-0.42659250848540453,-1.1991616002134518
8.651429681716792,-0.5809191622936241,-1.219439709604354
9.597564939240598,-1.2745915526792762,-1.229347343301932
9.639974562604134,-1.3328987751442383,-1.2051776656520807
9.851246233088602,-1.4120830976591983,-1.2299445765703292
9.887507287826377,-1.4732277143857408,-1.2019081138523942
9.963813954768629,-1.5375225737555183,-1.1879109304282016
10.126551940547344,-1.6624708636896925,-1.2098523832750976
10.249405188438647,-1.7139233011526993,-1.2412153025005592
10.263029172473518,-1.7329439361214423,-1.2445908961116305
10.380934273230828,-1.8365382522197564,-1.269838095588215
10.401511589991788,-1.8633818676706995,-1.2269690815638186
10.542024208866373,-1.943788792525063,-1.2191242429830693
11.193788900023605,-2.3745140760285683,-1.3257176553056704
11.47434381301758,-2.5333467334387643,-1.3716054180965025
11.774455719495144,-2.723386605694352,-1.4037513161401487
11.983582374167913,-2.8596022425584406,-1.499722703748925
12.126317271713061,-2.925893890599627,-1.5118263010850075
12.497369457204535,-3.1764234804344613,-1.6168888499263936
12.732150945850137,-3.2605813662384326,-1.6599572524744757
12.962707701117509,-3.413565456305201,-1.7280906744908509
13.125417933268862,-3.508323666246148,-1.768750751513929
13.125623378773096,-3.5098882404469616,-1.7954055073761521
13.144061405153316,-3.5202607223158626,-1.7298658207246145
13.206899150642334,-3.5285696258855714,-1.824748462141957
13.669019948382285,-3.7712613662839587,-2.003670180157487
13.77161965287546,-3.7978152406298262,-2.083610757866329
13.780858884437231,-3.834275575476825,-2.0795025252502204
13.815431769368107,-3.8996411951282326,-2.0305332763470325
13.924308830733318,-3.9513190305099335,-2.155967940855558
14.098226863482743,-4.00712365317369,-2.2267859866550705
14.18867866630075,-4.049667477975046,-2.295008904493238
14.261737025403281,-4.063221307529135,-2.29754845482799
14.334782222107675,-4.110670632671946,-2.357171135707055
14.343664982591095,-4.148364488728131,-2.379421628254269
14.58217769762905,-4.242155658193058,-2.5308128911116907
14.833372056511564,-4.357081572213777,-2.6476986552722415
14.995384532689092,-4.42103743877459,-2.7386963946495886
15.082646296119147,-4.460143764868206,-2.787737225461123
15.849349532702918,-4.814033069707317,-3.268131746475655
16.143364893127483,-4.984686738605564,-3.5784144219138074
16.565139215721366,-5.153338979378473,-3.954439773863556
16.831948515100382,-5.240151782363265,-4.246735103202684
16.885710852302015,-5.254745632974578,-4.26494659876518
17.053873619854368,-5.322635171198166,-4.4689457576440414
17.146796778134785,-5.363525539938877,-4.511880324635167
17.331396366698236,-5.429369671959705,-4.664397223694335
17.34984393107407,-5.453863180170747,-4.754932767225737
17.37302319548065,-5.450719699188478,-4.785414336782525
17.9699114363792,-5.927424010444002,-5.384053819687975
18.10214925404429,-6.075312334411964,-5.5292440566167915
18.12818961956006,-6.149202154971683,-5.622285613798123
18.42487954584906,-6.509440725407203,-5.9820025933153245
18.588467080106753,-6.75671212235665,-6.191364478363486
18.58982190987647,-6.807597366520396,-6.21529017754351
18.59469907094568,-6.780080313918697,-6.158347341619328
18.61815383662713,-6.770702252072996,-6.293665312203286
18.94664298474979,-7.249880662762683,-6.715981082384464
19.075330725835542,-7.399028123686391,-6.849008156639834
19.151377897986738,-7.496972620725143,-7.014815622420392
19.437308784854636,-7.8540263566655035,-7.396202198991936
19.439765029839943,-7.839937109981913,-7.435334497442507
19.946981559389805,-8.476601744081627,-8.149636655846148
20.177493444041236,-8.842602386107366,-8.452127742657401
20.766042950235615,-9.604428083647583,-9.346819538546262
21.118861041059343,-10.092454111006584,-9.930740728270871
21.738782063209854,-10.937263541438769,-10.95526275782584
21.91997852487519,-11.182696269340887,-11.351071179477108
22.21008575739676,-11.567689569931607,-11.770048678954256
22.377359874894935,-11.795049548555701,-12.030832300838464
22.398713052919504,-11.869559464424393,-12.121289447985525
22.708589355059225,-12.288850133667559,-12.598932634508838
22.78530320462587,-12.415629245818566,-12.768120323581673
23.05782884515062,-12.864945264474713,-13.23805757780813
23.062856955280694,-12.850685613081808,-13.23798765638182
23.11077029202259,-12.972080160800939,-13.371262626192475
23.159636579362072,-13.029529160735153,-13.452038230565911
23.518354094557964,-13.628656133999103,-14.106651998403303
23.654711395979938,-13.784551825330553,-14.348881773784404
23.721854811871395,-13.819585920589505,-14.53611452671752
23.818215533688434,-13.88415699140668,-14.650426514453024
24.169570905459913,-13.913466608257242,-15.314648792460998
24.19755415214378,-13.919686408792863,-15.358388991649626
24.324751548261744,-13.912518617340531,-15.572496233816498
24.848970846024766,-13.704353442952923,-16.33650334298489
24.913765770506345,-13.679695088206115,-16.444482190306143
25.020604006255102,-13.71940179166454,-16.51462254862776
25.12819480414249,-13.63497187650678,-16.689051866683354
25.215945725676086,-13.664641877254475,-16.848449179077214
25.229918258203934,-13.657274816250474,-16.830938233577957
25.305422429525983,-13.56128922626152,-16.92213458652408
25.54697357652337,-13.513527511867082,-17.169011082993283
25.574300684663235,-13.569699575822122,-17.25765177996262
26.542476619032392,-13.387050955263781,-18.08463510554668
26.592501870498715,-13.334588117286406,-18.123954701821994
26.805622187343673,-13.300270908868008,-18.300423397336157
26.90513023846342,-13.278239103758924,-18.40533797906199
26.98872685357899,-13.31447636721402,-18.400822340955273
27.865573995667276,-13.156477618401574,-18.99318657309166
27.959931696217232,-13.140189087711537,-18.988640559538773
28.005816599757228,-13.148799972611615,-19.036010519964815
